Title,Card Path,Quick Summary Status,Summary Evidence,Source,Core Idea
Hierarchical Diffusion Policy for Kinematics-Aware Multi-Task Robotic Manipulation,02_Papers/06_Diffusion_Flow_IL_RL/Hierarchical_Diffusion_Policy_for_Kinematics-Aware_Multi-Task_Robotic_Manipulation.md,Evidence-backed,Official abstract / paper page,https://openaccess.thecvf.com/content/CVPR2024/html/Ma_Hierarchical_Diffusion_Policy_for_Kinematics-Aware_Multi-Task_Robotic_Manipulation_CVPR_2024_paper.html,- This paper introduces Hierarchical Diffusion Policy (HDP) a hierarchical agent for multi-task robotic manipulation.
Learning Diffusion Policy from Primitive Skills for Robot Manipulation,02_Papers/06_Diffusion_Flow_IL_RL/Learning_Diffusion_Policy_from_Primitive_Skills_for_Robot_Manipulation.md,Evidence-backed,Official abstract / paper page,https://ojs.aaai.org/index.php/AAAI/article/view/38889,- 官方题名与元数据已确认；具体表述待补读官方摘要或正文。
Learning Robotic Manipulation Policies from Point Clouds with Conditional Flow Matching,02_Papers/06_Diffusion_Flow_IL_RL/Learning_Robotic_Manipulation_Policies_from_Point_Clouds_with_Conditional_Flow_Matching.md,Evidence-backed,Official abstract / paper page,https://proceedings.mlr.press/v270/chisari25a.html,"However, imitation learning algorithms require a number of design choices ranging from the input modality, training objective, and 6-DoF end-effector pose representation."
MILES: Making Imitation Learning Easy with Self-Supervision,02_Papers/06_Diffusion_Flow_IL_RL/MILES.md,Evidence-backed,Official abstract / paper page,https://proceedings.mlr.press/v270/papagiannis25a.html,"In this work, we propose an alternative approach, MILES: a fully autonomous, self-supervised data collection paradigm, and we show that this enables efficient policy learning from "
MimicFunc: Imitating Tool Manipulation from a Single Human Video via Functional Correspondence,02_Papers/06_Diffusion_Flow_IL_RL/MimicFunc.md,Evidence-backed,Official abstract / paper page,https://proceedings.mlr.press/v305/tang25a.html,"We propose MimicFunc, which establishes function-level correspondence using a local function frame built from 3D keypoints."
PointMapPolicy: Structured Point Cloud Processing for Multi-Modal Imitation Learning,02_Papers/06_Diffusion_Flow_IL_RL/PointMapPolicy.md,Evidence-backed,Official abstract / paper page,https://proceedings.neurips.cc/paper_files/paper/2025/hash/eacc8ae341d15d2c13c02fef88189db3-Abstract-Conference.html,"- We introduce PointMapPolicy, a novel approach that conditions diffusion policies on structured grids of points without downsampling."
Real-Time Robot Execution with Masked Action Chunking,02_Papers/06_Diffusion_Flow_IL_RL/Real-Time_Robot_Execution_with_Masked_Action_Chunking.md,Evidence-backed,Official abstract / paper page,https://proceedings.iclr.cc/paper_files/paper/2026/hash/c35834443b7881e782e52b3519fe27c7-Abstract-Conference.html,"To address this, we propose REMAC, which learns corrective adjustments on the pretrained policy through masked action chunking, enabling the policy to remain resilient under mismat"
Robot Policy Learning with Temporal Optimal Transport Reward,02_Papers/06_Diffusion_Flow_IL_RL/Robot_Policy_Learning_with_Temporal_Optimal_Transport_Reward.md,Evidence-backed,Official abstract / paper page,https://proceedings.neurips.cc/paper_files/paper/2024/hash/dcd297696d0bb304ba426b3c5a679c37-Abstract-Conference.html,"- To address this issue, in this paper, we introduce the Temporal Optimal Transport (TemporalOT) reward to incorporate temporal order information for learning a more accurate OT-ba"
Text-Aware Diffusion for Policy Learning,02_Papers/06_Diffusion_Flow_IL_RL/Text-Aware_Diffusion_for_Policy_Learning.md,Evidence-backed,Official abstract / paper page,https://proceedings.neurips.cc/paper_files/paper/2024/hash/5227ce00add5aa0a12d1c4ee92fcd2dc-Abstract-Conference.html,"- To address this challenge, we propose Text-Aware Diffusion for Policy Learning (TADPoLe), which uses a pretrained, frozen text-conditioned diffusion model to compute dense zero-s"
Closed-Loop Visuomotor Control with Generative Expectation for Robotic Manipulation,02_Papers/07_Generalization_LongHorizon/Closed-Loop_Visuomotor_Control_with_Generative_Expectation_for_Robotic_Manipulation.md,Evidence-backed,Official abstract / paper page,https://proceedings.neurips.cc/paper_files/paper/2024/hash/fad8962279154544ed69bb63eb14d677-Abstract-Conference.html,"- Inspired by classic closed-loop control systems, we propose CLOVER, a closed-loop visuomotor control framework that incorporates feedback mechanisms to improve adaptive robotic c"
Enhancing LLM Planning for Robotics Manipulation through Hierarchical Procedural Knowledge Graphs,02_Papers/07_Generalization_LongHorizon/Enhancing_LLM_Planning_for_Robotics_Manipulation_through_Hierarchical_Procedural_Knowledge.md,Evidence-backed,Official abstract / paper page,https://proceedings.neurips.cc/paper_files/paper/2025/hash/b94310e1c7ecb79f1a24adc757f1b89b-Abstract-Conference.html,"- To address the above problems, we propose Hierarchical Procedural Knowledge Graphs (\textbf{HP-KG}) to enhance LLMs for complex robotic planning while significantly reducing the "
GMAP: Generalized Manipulation of Articulated Objects in Robotic Using Pre-trained Model,02_Papers/07_Generalization_LongHorizon/GMAP.md,Evidence-backed,Official abstract / paper page,https://ojs.aaai.org/index.php/AAAI/article/view/33615,- 官方题名与元数据已确认；具体表述待补读官方摘要或正文。
Gentle Manipulation Policy Learning via Demonstrations from VLM Planned Atomic Skills,02_Papers/07_Generalization_LongHorizon/Gentle_Manipulation_Policy_Learning_via_Demonstrations_from_VLM_Planned_Atomic_Skills.md,Evidence-backed,Official abstract / paper page,https://ojs.aaai.org/index.php/AAAI/article/view/38955,- 官方题名与元数据已确认；具体表述待补读官方摘要或正文。
HAMSTER: Hierarchical Action Models for Open-World Robot Manipulation,02_Papers/07_Generalization_LongHorizon/HAMSTER.md,Evidence-backed,Official abstract / paper page,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3bfee3bc6639c36e6e7b058db909f760-Abstract-Conference.html,"One fundamental challenge is the lack of robotic data, which are typically obtained through expensive on-robot operation."
Instruction-Augmented Long-Horizon Planning: Embedding Grounding Mechanisms in Embodied Mobile Manipulation,02_Papers/07_Generalization_LongHorizon/Instruction-Augmented_Long-Horizon_Planning_Embedding_Grounding_Mechanisms_in_Embodied_Mob.md,Evidence-backed,Official abstract / paper page,https://ojs.aaai.org/index.php/AAAI/article/view/33610,- 官方题名与元数据已确认；具体表述待补读官方摘要或正文。
Mitigating the Human-Robot Domain Discrepancy in Visual Pre-training for Robotic Manipulation,02_Papers/07_Generalization_LongHorizon/Mitigating_the_Human-Robot_Domain_Discrepancy_in_Visual_Pre-training_for_Robotic_Manipulat.md,Evidence-backed,Official abstract / paper page,https://openaccess.thecvf.com/content/CVPR2025/html/Zhou_Mitigating_the_Human-Robot_Domain_Discrepancy_in_Visual_Pre-training_for_Robotic_CVPR_2025_paper.html,"- To overcome this, we propose a novel adaptation paradigm that leverages readily available paired human-robot video data to bridge the domain gap."
OWMM-Agent: Open World Mobile Manipulation With Multi-modal Agentic Data Synthesis,02_Papers/07_Generalization_LongHorizon/OWMM-Agent.md,Evidence-backed,Official abstract / paper page,https://proceedings.neurips.cc/paper_files/paper/2025/hash/bc97207e3979d1cc23109db0be0e8ed2-Abstract-Conference.html,"- To address this complexity, we propose a novel multi-modal agent architecture that maintains multi-view scene frames and agent states for decision-making and controls the robot b"
Policy Decorator: Model-Agnostic Online Refinement for Large Policy Models,02_Papers/07_Generalization_LongHorizon/Policy_Decorator.md,Evidence-backed,Official abstract / paper page,https://proceedings.iclr.cc/paper_files/paper/2025/hash/45c361d4117d598d4bb6568b407e9ac9-Abstract-Conference.html,"We introduce Policy Decorator, which uses a model-agnostic residual policy to refine large imitation learning models during online interactions."
RAM: Retrieval-Based Affordance Transfer for Generalizable Zero-Shot Robotic Manipulation,02_Papers/07_Generalization_LongHorizon/RAM.md,Evidence-backed,OpenAlex indexed abstract,https://api.openalex.org/works/W4400435236,"Unlike existing approaches that learn manipulation from expensive in-domain demonstrations, RAM capitalizes on a retrieval-based affordance transfer paradigm to acquire versatile m"
RGMP: Recurrent Geometric-prior Multimodal Policy for Generalizable Humanoid Robot Manipulation,02_Papers/07_Generalization_LongHorizon/RGMP.md,Evidence-backed,Official abstract / paper page,https://ojs.aaai.org/index.php/AAAI/article/view/38539,- 官方题名与元数据已确认；具体表述待补读官方摘要或正文。
"SPIRE: Synergistic Planning, Imitation, and Reinforcement Learning for Long-Horizon Manipulation",02_Papers/07_Generalization_LongHorizon/SPIRE.md,Evidence-backed,OpenAlex indexed abstract,https://api.openalex.org/works/W4404308601,"Accounting for this, we propose SPIRE, a system that first uses Task and Motion Planning (TAMP) to decompose tasks into smaller learning subproblems and second combines imitation a"
Self-Correcting Robot Manipulation via Gaussian-Splatted Foresight,02_Papers/07_Generalization_LongHorizon/Self-Correcting_Robot_Manipulation_via_Gaussian-Splatted_Foresight.md,Evidence-backed,Official abstract / paper page,https://ojs.aaai.org/index.php/AAAI/article/view/34866,- 官方题名与元数据已确认；具体表述待补读官方摘要或正文。
TASTE-Rob: Advancing Video Generation of Task-Oriented Hand-Object Interaction for Generalizable Robotic Manipulation,02_Papers/07_Generalization_LongHorizon/TASTE-Rob.md,Evidence-backed,Official abstract / paper page,https://openaccess.thecvf.com/content/CVPR2025/html/Zhao_TASTE-Rob_Advancing_Video_Generation_of_Task-Oriented_Hand-Object_Interaction_for_Generalizable_CVPR_2025_paper.html,"- Towards this end, we introduce TASTE-Rob -- a pioneering large-scale dataset of 100,856 ego-centric hand-object interaction videos."
"Think Small, Act Big: Primitive Prompt Learning for Lifelong Robot Manipulation","02_Papers/07_Generalization_LongHorizon/Think_Small,_Act_Big.md",Evidence-backed,Official abstract / paper page,https://openaccess.thecvf.com/content/CVPR2025/html/Yao_Think_Small_Act_Big_Primitive_Prompt_Learning_for_Lifelong_Robot_CVPR_2025_paper.html,"- To tackle these issues, we propose Primitive Prompt Learning (PPL), to achieve lifelong robot manipulation via reusable and extensible primitives."
UniDomain: Pretraining a Unified PDDL Domain from Real-World Demonstrations for Generalizable Robot Task Planning,02_Papers/07_Generalization_LongHorizon/UniDomain.md,Evidence-backed,Official abstract / paper page,https://proceedings.neurips.cc/paper_files/paper/2025/hash/b8358a00e5b870194b974ddf8dd415c3-Abstract-Conference.html,"- We propose UniDomain, a framework that pre-trains a PDDL domain from robot manipulation demonstrations and applies it for online robotic task planning."
VidBot: Learning Generalizable 3D Actions from In-the-Wild 2D Human Videos for Zero-Shot Robotic Manipulation,02_Papers/07_Generalization_LongHorizon/VidBot.md,Evidence-backed,Official abstract / paper page,https://openaccess.thecvf.com/content/CVPR2025/html/Chen_VidBot_Learning_Generalizable_3D_Actions_from_In-the-Wild_2D_Human_Videos_CVPR_2025_paper.html,"- In this work, we present VidBot, a framework enabling zero-shot robotic manipulation using learned 3D affordance from in-the-wild monocular RGB-only human videos."
DexCap: Scalable and Portable Mocap Data Collection System for Dexterous Manipulation,02_Papers/08_Data_Teleoperation/DexCap.md,Evidence-backed,Official abstract / paper page,https://roboticsproceedings.org/rss20/p043.html,Capture wrist and finger motion with environment-grounded 3D observations.
DynScene: Scalable Generation of Dynamic Robotic Manipulation Scenes for Embodied AI,02_Papers/08_Data_Teleoperation/DynScene.md,Evidence-backed,Official abstract / paper page,https://openaccess.thecvf.com/content/CVPR2025/html/Lee_DynScene_Scalable_Generation_of_Dynamic_Robotic_Manipulation_Scenes_for_Embodied_CVPR_2025_paper.html,"- We present DynScene, a diffusion-based framework for generating dynamic robotic manipulation scenes directly from textual instructions."
Latent Action Pretraining from Videos,02_Papers/08_Data_Teleoperation/Latent_Action_Pretraining_from_Videos.md,Evidence-backed,Official abstract / paper page,https://proceedings.iclr.cc/paper_files/paper/2025/hash/45d74e190008c7bff2845ffc8e3facd3-Abstract-Conference.html,"In this work, we propose a method to learn from internet-scale videos that do not have robot action labels."
ManiWAV: Learning Robot Manipulation from In-the-Wild Audio-Visual Data,02_Papers/08_Data_Teleoperation/ManiWAV.md,Evidence-backed,OpenAlex indexed abstract,https://api.openalex.org/works/W4400222297,"In this work, we introduce ManiWAV: an 'ear-in-hand' data collection device to collect in-the-wild human demonstrations with synchronous audio and visual feedback, and a correspond"
OPEN TEACH: A Versatile Teleoperation System for Robotic Manipulation,02_Papers/08_Data_Teleoperation/OPEN_TEACH.md,Evidence-backed,Official abstract / paper page,https://proceedings.mlr.press/v270/iyer25a.html,"We present OPEN TEACH, a new teleoperation system leveraging VR headsets to immerse users in mixed reality for intuitive robot control. built on the affordable Meta Quest 3, which "
Robo2VLM: Improving Visual Question Answering using Large-Scale Robot Manipulation Data,02_Papers/08_Data_Teleoperation/Robo2VLM.md,Evidence-backed,Official abstract / paper page,https://proceedings.neurips.cc/paper_files/paper/2025/hash/1f467c3e37abf9f86c78f44c6a27ee7c-Abstract-Datasets_and_Benchmarks_Track.html,"- In this paper, we present Robo2VLM, a Visual Question Answering (VQA) dataset generation framework for VLMs."
A Survey of Demonstration Learning,02_Papers/09_Survey_Review/A_Survey_of_Demonstration_Learning.md,Evidence-backed,OpenAlex indexed abstract,https://api.openalex.org/works/W4402510263,"However, training such agents is difficult and restricted to expert users."
A Survey of Embodied Learning for Object-Centric Robotic Manipulation,02_Papers/09_Survey_Review/A_Survey_of_Embodied_Learning_for_Object-Centric_Robotic_Manipulation.md,Evidence-backed,Official abstract / paper page,https://link.springer.com/article/10.1007/s11633-025-1542-8,It is crucial for advancing next-generation intelligent robots and has garnered significant interest recently.
A Survey of Robot Learning for Bimanual Manipulation,02_Papers/09_Survey_Review/A_Survey_of_Robot_Learning_for_Bimanual_Manipulation.md,Evidence-limited,Existing canonical card and official-paper metadata; abstract unavailable,https://github.com/Destiny000621/awesome-bimanual-robot-learning/blob/main/SURVEY.md,
A Survey on Robotics with Foundation Models: Toward Embodied AI,02_Papers/09_Survey_Review/A_Survey_on_Robotics_with_Foundation_Models_Toward_Embodied_AI.md,Evidence-backed,Official abstract / paper page,https://arxiv.org/html/2402.02385,"Recent advances in computer vision, natural language processing, and multi-modality learning have shown that the foundation models have superhuman capabilities for specific tasks."
A Survey on Vision-Language-Action Models: An Action Tokenization Perspective,02_Papers/09_Survey_Review/A_Survey_on_Vision-Language-Action_Models_An_Action_Tokenization_Perspective.md,Evidence-backed,Official abstract / paper page,https://arxiv.org/html/2507.01925,"Despite seemingly diverse approaches, we observe that current VLA models can be unified under a single framework: vision and language inputs are processed by a series of VLA module"
A Survey on Vision-Language-Action Models for Embodied AI,02_Papers/09_Survey_Review/A_Survey_on_Vision-Language-Action_Models_for_Embodied_AI.md,Evidence-backed,Official abstract / paper page,https://arxiv.org/html/2405.14093,"To this end, we present the first survey on VLAs for embodied AI."
"Dexterous Hand towards Intelligent Manufacturing: A Review of Technologies, Trends, and Potential Applications","02_Papers/09_Survey_Review/Dexterous_Hand_towards_Intelligent_Manufacturing_A_Review_of_Technologies,_Trends,_and_Pot.md",Evidence-backed,OpenAlex indexed abstract,https://api.openalex.org/works/W4409168415,"However, the functionality of dexterous hands in intelligent manufacturing remains unclear due to current technological limitations."
Interactive Imitation Learning for Dexterous Robotic Manipulation: Challenges and Perspectives—a Survey,02_Papers/09_Survey_Review/Interactive_Imitation_Learning_for_Dexterous_Robotic_Manipulation_Challenges_and_Perspecti.md,Evidence-backed,Official abstract / paper page,https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2025.1682437/full,"As humanoid robots are usually designed to operate in human-centric environments and interact with everyday objects, mastering dexterous manipulation is critical for real-world dep"
Learning by Watching: A Review of Video-Based Learning Approaches for Robot Manipulation,02_Papers/09_Survey_Review/Learning_by_Watching.md,Evidence-backed,Official abstract / paper page,https://arxiv.org/html/2402.07127,"While curated datasets can help, challenges remain regarding generalizability and real-world transfer."
Survey of Learning-Based Approaches for Robotic In-Hand Manipulation,02_Papers/09_Survey_Review/Survey_of_Learning-Based_Approaches_for_Robotic_In-Hand_Manipulation.md,Evidence-backed,Official abstract / paper page,https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2024.1455431/full,"The capability of robots to similarly grasp and perform in-hand manipulation of objects is critical for their use in the ever changing human environment, and for their ability to r"
Towards a Unified Understanding of Robot Manipulation: A Comprehensive Survey,02_Papers/09_Survey_Review/Towards_a_Unified_Understanding_of_Robot_Manipulation_A_Comprehensive_Survey.md,Evidence-backed,Official abstract / paper page,https://arxiv.org/html/2510.10903,"Among its core challenges, robot manipulation stands out as a fundamental yet intricate problem, requiring the seamless integration of perception, planning, and control to enable i"
What Foundation Models can Bring for Robot Learning in Manipulation: A Survey,02_Papers/09_Survey_Review/What_Foundation_Models_can_Bring_for_Robot_Learning_in_Manipulation_A_Survey.md,Evidence-backed,OpenAlex indexed abstract,https://api.openalex.org/works/W4416422407,We propose a comprehensive framework and detail how foundation models can address challenges in each module of the framework.
AdaManip: Adaptive Articulated Object Manipulation Environments and Policy Learning,02_Papers/10_Benchmark_Dataset/AdaManip.md,Evidence-backed,Official abstract / paper page,https://proceedings.iclr.cc/paper_files/paper/2025/hash/9cd0c57170f48520749d5ae62838241f-Abstract-Conference.html,"For example, a safe consists of a door, a handle, and a lock, where the door can only be opened when the latch is unlocked."
BiGym: A Demo-Driven Mobile Bi-Manual Manipulation Benchmark,02_Papers/10_Benchmark_Dataset/BiGym.md,Evidence-backed,Official abstract / paper page,https://proceedings.mlr.press/v270/chernyadev25a.html,"BiGym features 40 diverse tasks set in home environments, ranging from simple target reaching to complex kitchen cleaning."
DROID: A Large-Scale In-The-Wild Robot Manipulation Dataset,02_Papers/10_Benchmark_Dataset/DROID.md,Evidence-backed,Official abstract / paper page,https://roboticsproceedings.org/rss20/p120.html,"In this work, we introduce DROID (Distributed Robot Interaction Dataset), a diverse robot manipulation dataset with 65k demonstration trajectories or 350h of interaction data, coll"
DexH2R: A Benchmark for Dynamic Dexterous Grasping in Human-to-Robot Handover,02_Papers/10_Benchmark_Dataset/DexH2R.md,Evidence-backed,Official abstract / paper page,https://openaccess.thecvf.com/content/ICCV2025/html/Wang_DexH2R_A_Benchmark_for_Dynamic_Dexterous_Grasping_in_Human-to-Robot_Handover_ICCV_2025_paper.html,"- In this paper, we introduce DexH2R, a comprehensive real-world dataset for human-to-robot handovers, built on a dexterous robotic hand."
Open X-Embodiment: Robotic Learning Datasets and RT-X Models,02_Papers/10_Benchmark_Dataset/Open_X-Embodiment.md,Evidence-backed,Official abstract / paper page,https://robotics-transformer-x.github.io/,"We present Open X-Embodiment, a standardized multi-institution dataset mixture with RT-X generalist policy experiments."
Point Cloud Matters: Rethinking the Impact of Different Observation Spaces on Robot Learning,02_Papers/10_Benchmark_Dataset/Point_Cloud_Matters.md,Evidence-backed,Official abstract / paper page,https://proceedings.neurips.cc/paper_files/paper/2024/hash/8e5dc5969a6174fcaaececd890c7f59b-Abstract-Datasets_and_Benchmarks_Track.html,"- We introduce OBSBench, a benchmark comprising two simulators and 125 tasks, along with standardized pipelines for various encoders and policy baselines."
RoboCasa: Large-Scale Simulation of Household Tasks for Generalist Robots,02_Papers/10_Benchmark_Dataset/RoboCasa.md,Evidence-backed,Official abstract / paper page,https://roboticsproceedings.org/rss20/p074.html,"We significantly enhance the realism of human behavior simulation by incorporating a diverse array of new social force models and interaction patterns, encompassing both human-huma"
RoboTwin: Dual-Arm Robot Benchmark with Generative Digital Twins,02_Papers/10_Benchmark_Dataset/RoboTwin.md,Evidence-backed,Official abstract / paper page,https://openaccess.thecvf.com/content/CVPR2025/html/Mu_RoboTwin_Dual-Arm_Robot_Benchmark_with_Generative_Digital_Twins_CVPR_2025_paper.html,"- To address this, we introduce RoboTwin, a generative digital twin framework that uses 3D generative foundation models and large language models to produce diverse expert datasets"
SurgicAI: A Hierarchical Platform for Fine-Grained Surgical Policy Learning and Benchmarking,02_Papers/10_Benchmark_Dataset/SurgicAI.md,Evidence-backed,Official abstract / paper page,https://proceedings.neurips.cc/paper_files/paper/2024/hash/74c4f2b87b7499d365422152c76fd916-Abstract-Datasets_and_Benchmarks_Track.html,"- We introduce SurgicAI, a novel platform for development and benchmarking that addresses these challenges by providing the flexibility to accommodate both modular subtasks and mor"
TACO: Benchmarking Generalizable Bimanual Tool-ACtion-Object Understanding,02_Papers/10_Benchmark_Dataset/TACO.md,Evidence-backed,Official abstract / paper page,https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_TACO_Benchmarking_Generalizable_Bimanual_Tool-ACtion-Object_Understanding_CVPR_2024_paper.pdf,- 官方题名与元数据已确认；具体表述待补读官方摘要或正文。
THE COLOSSEUM: A Benchmark for Evaluating Generalization for Robotic Manipulation,02_Papers/10_Benchmark_Dataset/THE_COLOSSEUM.md,Evidence-backed,Official abstract / paper page,https://www.roboticsproceedings.org/rss20/p133.html,Stress-test policies through controlled environmental changes.
VTDexManip: A Dataset and Benchmark for Visual-tactile Pretraining and Dexterous Manipulation with Reinforcement Learning,02_Papers/10_Benchmark_Dataset/VTDexManip.md,Evidence-backed,Official abstract / paper page,https://proceedings.iclr.cc/paper_files/paper/2025/hash/e19b6f65791e350347bcff8a3955cb5b-Abstract-Conference.html,"Also, we introduce a novel benchmark, featuring six complex dexterous manipulation tasks and a reinforcement learning-based vision-tactile skill learning framework. 18 non-pretrain"
